data;valor_gasto_facebook;variacao_vertical_1;impressoes;variacao_vertical_2;cpm;cliques_de_saida_fb;variacao_vertical_3;ctr;visualizacao_de_pagina_destino_fb;variacao_vertical_4;%_visualizacao_pagina_destino;adicao_ao_carrinho_fb;variacao_vertical_5;checkout_fb;variacao_vertical_6;numero_de_compras_fb;variacao_vertical_7;%checkout/visualizacao;%compra/visualizacao;%_compra/checkout;vendas_totais_fb;variacao_vertical_8;roi_marketing
2020-06-19;321;-0,01;28.517;-0,08;11;1.7;-0,11;0,06;1.342;-0,13;0,79;86;0,25;53;-0,33;6;-0,14;0,04;0,00;0,11;717;-0,30;2,24
2020-06-20;320;0,00;28.933;0,01;11;1.744;0,03;0,06;1.361;0,01;0,78;85;-0,01;47;-0,11;12;1,00;0,03;0,01;0,26;2.151;2,00;6,72
2020-06-21;318;-0,01;33.346;0,15;10;2.095;0,20;0,06;1.692;0,24;0,81;113;0,33;46;-0,02;7;-0,42;0,03;0,00;0,15;811;-0,62;2,55
2020-06-22;335;0,05;33.581;0,01;10;1.917;-0,08;0,06;1.512;-0,11;0,79;101;-0,11;63;0,37;8;0,14;0,04;0,01;0,13;1.209;0,49;3,61
2020-06-23;355;0,06;31.818;-0,05;11;1.875;-0,02;0,06;1.493;-0,01;0,80;90;-0,11;55;-0,13;8;0,00;0,04;0,01;0,15;1.027;-0,15;2,90
2020-06-24;377;0,06;31.944;0,00;12;2.09;0,11;0,07;1.662;0,11;0,80;114;0,27;50;-0,09;6;-0,25;0,03;0,00;0,12;892;-0,13;2,36
2020-06-25;367;-0,03;32.199;0,01;11;2.075;-0,01;0,06;1.615;-0,03;0,78;114;0,00;60;0,20;11;0,83;0,04;0,01;0,18;1.169;0,31;3,18
2020-06-26;375;0,02;31.22;-0,03;12;1.834;-0,12;0,06;1.455;-0,10;0,79;71;-0,38;55;-0,08;11;0,00;0,04;0,01;0,20;1.166;0,00;3,11
2020-06-27;383;0,02;32.429;0,04;12;2.068;0,13;0,06;1.596;0,10;0,77;127;0,79;82;0,49;19;0,73;0,05;0,01;0,23;2.534;1,17;6,62
2020-06-28;376;-0,02;35.917;0,11;10;2.168;0,05;0,06;1.667;0,04;0,77;104;-0,18;56;-0,32;7;-0,63;0,03;0,00;0,13;1.071;-0,58;2,85
2020-06-29;373;-0,01;33.953;-0,05;11;2.058;-0,05;0,06;1.608;-0,04;0,78;91;-0,13;60;0,07;11;0,57;0,04;0,01;0,18;1.786;0,67;4,79
2020-06-30;373;0,00;29.978;-0,12;12;1.764;-0,14;0,06;1.384;-0,14;0,78;126;0,38;80;0,33;13;0,18;0,06;0,01;0,16;1.835;0,03;4,92
2020-07-01;376;0,01;35.913;0,20;10;2.131;0,21;0,06;1.606;0,16;0,75;148;0,17;61;-0,24;16;0,23;0,04;0,01;0,26;2.975;0,62;7,91
2020-07-02;378;0,01;36.457;0,02;10;2.307;0,08;0,06;1.759;0,10;0,76;164;0,11;87;0,43;14;-0,13;0,05;0,01;0,16;2.169;-0,27;5,74
2020-07-03;370;-0,02;34.744;-0,05;11;2.165;-0,06;0,06;1.627;-0,08;0,75;104;-0,37;75;-0,14;13;-0,07;0,05;0,01;0,17;1.917;-0,12;5,19
2020-07-04;376;0,02;33.8;-0,03;11;2.072;-0,04;0,06;1.63;0,00;0,79;107;0,03;76;0,01;13;0,00;0,05;0,01;0,17;2.063;0,08;5,48
2020-07-05;372;-0,01;41.628;0,23;9;2.438;0,18;0,06;1.857;0,14;0,76;150;0,40;79;0,04;16;0,23;0,04;0,01;0,20;2.702;0,31;7,26
2020-07-06;378;0,02;41.506;0,00;9;2.458;0,01;0,06;1.871;0,01;0,76;117;-0,22;59;-0,25;14;-0,13;0,03;0,01;0,24;2.009;-0,26;5,31
2020-07-07;400;0,06;40.336;-0,03;10;2.258;-0,08;0,06;1.764;-0,06;0,78;138;0,18;69;0,17;16;0,14;0,04;0,01;0,23;2.684;0,34;6,70
2020-07-08;386;-0,04;30.956;-0,23;12;1.728;-0,23;0,06;1.349;-0,24;0,78;93;-0,33;62;-0,10;9;-0,44;0,05;0,01;0,15;1.083;-0,60;2,81
2020-07-09;390;0,01;28.995;-0,06;13;1.088;-0,37;0,04;873;-0,35;0,80;123;0,32;59;-0,05;8;-0,11;0,07;0,01;0,14;1.272;0,17;3,26
2020-07-10;399;0,02;27.66;-0,05;14;875;-0,20;0,03;727;-0,17;0,83;72;-0,41;58;-0,02;13;0,63;0,08;0,02;0,22;1.574;0,24;3,95
2020-07-11;436;0,09;35.106;0,27;12;1.011;0,16;0,03;862;0,19;0,85;111;0,54;47;-0,19;11;-0,15;0,05;0,01;0,23;1.852;0,18;4,25
2020-07-12;448;0,03;44.436;0,27;10;1.081;0,07;0,02;902;0,05;0,83;118;0,06;55;0,17;7;-0,36;0,06;0,01;0,13;1.729;-0,07;3,85
2020-07-13;431;-0,04;42.8;-0,04;10;1.069;-0,01;0,02;901;0,00;0,84;146;0,24;84;0,53;6;-0,14;0,09;0,01;0,07;1.517;-0,12;3,52
2020-07-14;418;-0,03;41.716;-0,03;10;1.164;0,09;0,03;973;0,08;0,84;135;-0,08;88;0,05;17;1,83;0,09;0,02;0,19;2.725;0,80;6,51
2020-07-15;446;0,06;43.793;0,05;10;1.402;0,20;0,03;1.184;0,22;0,84;72;-0,47;47;-0,47;8;-0,53;0,04;0,01;0,17;1.503;-0,45;3,37
2020-07-16;435;-0,02;42.769;-0,02;10;1.133;-0,19;0,03;956;-0,19;0,84;105;0,46;58;0,23;7;-0,13;0,06;0,01;0,12;1.341;-0,11;3,08
2020-07-17;451;0,04;38.039;-0,11;12;1.075;-0,05;0,03;908;-0,05;0,84;129;0,23;69;0,19;14;1,00;0,08;0,02;0,20;2.532;0,89;5,62
2020-07-18;452;0,00;38.61;0,02;12;1.133;0,05;0,03;936;0,03;0,83;67;-0,48;62;-0,10;8;-0,43;0,07;0,01;0,13;1.225;-0,52;2,71
2020-07-19;437;-0,03;33.988;-0,12;13;1.192;0,05;0,04;1.001;0,07;0,84;101;0,51;71;0,15;9;0,13;0,07;0,01;0,13;1.112;-0,09;2,54
2020-07-20;411;-0,06;29.007;-0,15;14;883;-0,26;0,03;774;-0,23;0,88;70;-0,31;77;0,08;4;-0,56;0,10;0,01;0,05;400;-0,64;0,97
2020-07-21;461;0,12;42.292;0,46;11;1.078;0,22;0,03;938;0,21;0,87;149;1,13;91;0,18;7;0,75;0,10;0,01;0,08;854;1,14;1,85
2020-07-22;472;0,02;41.726;-0,01;11;1.053;-0,02;0,03;897;-0,04;0,85;167;0,12;96;0,05;10;0,43;0,11;0,01;0,10;1.395;0,63;2,95
2020-07-23;478;0,01;37.597;-0,10;13;971;-0,08;0,03;824;-0,08;0,85;151;-0,10;90;-0,06;16;0,60;0,11;0,02;0,18;2.356;0,69;4,93
2020-07-24;478;0,00;39.487;0,05;12;993;0,02;0,03;826;0,00;0,83;129;-0,15;93;0,03;16;0,00;0,11;0,02;0,17;2.461;0,04;5,15
2020-07-25;484;0,01;38.876;-0,02;12;987;-0,01;0,03;825;0,00;0,84;115;-0,11;75;-0,19;7;-0,56;0,09;0,01;0,09;1.212;-0,51;2,50
2020-07-26;484;0,00;44.942;0,16;11;1.032;0,05;0,02;861;0,04;0,83;159;0,38;79;0,05;10;0,43;0,09;0,01;0,13;1.502;0,24;3,10
2020-07-27;475;-0,02;38.391;-0,15;12;987;-0,04;0,03;865;0,00;0,88;123;-0,23;65;-0,18;7;-0,30;0,08;0,01;0,11;1.229;-0,18;2,59
2020-07-28;479;0,01;36.634;-0,05;13;943;-0,04;0,03;810;-0,06;0,86;122;-0,01;61;-0,06;9;0,29;0,08;0,01;0,15;995;-0,19;2,08
2020-07-29;493;0,03;34.083;-0,07;14;988;0,05;0,03;842;0,04;0,85;136;0,11;84;0,38;8;-0,11;0,10;0,01;0,10;1.453;0,46;2,95
2020-07-30;499;0,01;33.36;-0,02;15;862;-0,13;0,03;681;-0,19;0,79;143;0,05;74;-0,12;15;0,88;0,11;0,02;0,20;2.59;0,78;5,19
2020-07-31;590;0,18;36.286;0,09;16;863;0,00;0,02;740;0,09;0,86;105;-0,27;64;-0,14;6;-0,60;0,09;0,01;0,09;764;-0,70;1,30
2020-08-01;827;0,40;54.959;0,51;15;1.281;0,48;0,02;1.042;0,41;0,81;55;-0,48;29;-0,55;9;0,50;0,03;0,01;0,31;1.173;0,53;1,42
2020-08-02;832;0,01;61.846;0,13;13;1.25;-0,02;0,02;1.062;0,02;0,85;142;1,58;74;1,55;12;0,33;0,07;0,01;0,16;1.781;0,52;2,14
2020-08-03;844;0,01;55.583;-0,10;15;1.157;-0,07;0,02;949;-0,11;0,82;176;0,24;95;0,28;15;0,25;0,10;0,02;0,16;2.208;0,24;2,62
2020-08-04;795;-0,06;50.321;-0,09;16;1.079;-0,07;0,02;916;-0,03;0,85;196;0,11;99;0,04;18;0,20;0,11;0,02;0,18;2.734;0,24;3,44
2020-08-05;869;0,09;51.162;0,02;17;1.082;0,00;0,02;925;0,01;0,85;177;-0,10;94;-0,05;12;-0,33;0,10;0,01;0,13;1.386;-0,49;1,60
2020-08-06;857;-0,01;45.702;-0,11;19;1.124;0,04;0,02;888;-0,04;0,79;236;0,33;122;0,30;21;0,75;0,14;0,02;0,17;7.632;4,51;8,91
2020-08-07;862;0,01;46.73;0,02;18;1.064;-0,05;0,02;849;-0,04;0,80;207;-0,12;107;-0,12;19;-0,10;0,13;0,02;0,18;2.477;-0,68;2,88
2020-08-08;877;0,02;49.755;0,06;18;1.149;0,08;0,02;935;0,10;0,81;151;-0,27;71;-0,34;15;-0,21;0,08;0,02;0,21;1.976;-0,20;2,25
2020-08-09;829;-0,05;67.915;0,36;12;1.448;0,26;0,02;1.157;0,24;0,80;189;0,25;74;0,04;11;-0,27;0,06;0,01;0,15;1.452;-0,27;1,75
2020-08-10;849;0,03;66.168;-0,03;13;1.331;-0,08;0,02;1.082;-0,06;0,81;163;-0,14;89;0,20;10;-0,09;0,08;0,01;0,11;1.411;-0,03;1,66
2020-08-11;834;-0,02;56.929;-0,14;15;1.169;-0,12;0,02;993;-0,08;0,85;201;0,23;91;0,02;13;0,30;0,09;0,01;0,14;1.844;0,31;2,21
2020-08-12;863;0,04;53.849;-0,05;16;1.197;0,02;0,02;708;-0,29;0,59;140;-0,30;64;-0,30;13;0,00;0,09;0,02;0,20;2.341;0,27;2,71
2020-08-13;894;0,04;49.833;-0,07;18;1.077;-0,10;0,02;892;0,26;0,83;236;0,69;93;0,45;20;0,54;0,10;0,02;0,22;2.622;0,12;2,93
2020-08-14;848;-0,05;45.674;-0,08;19;940;-0,13;0,02;688;-0,23;0,73;152;-0,36;79;-0,15;12;-0,40;0,11;0,02;0,15;2.062;-0,21;2,43
2020-08-15;890;0,05;50.41;0,10;18;1.128;0,20;0,02;841;0,22;0,75;114;-0,25;54;-0,32;9;-0,25;0,06;0,01;0,17;1.205;-0,42;1,35
2020-08-16;854;-0,04;58.699;0,16;15;1.284;0,14;0,02;1.058;0,26;0,82;170;0,49;74;0,37;16;0,78;0,07;0,02;0,22;1.866;0,55;2,18
2020-08-17;828;-0,03;54.224;-0,08;15;1.12;-0,13;0,02;917;-0,13;0,82;164;-0,04;73;-0,01;16;0,00;0,08;0,02;0,22;2.099;0,12;2,53
2020-08-18;862;0,04;55.925;0,03;15;1.123;0,00;0,02;878;-0,04;0,78;182;0,11;91;0,25;14;-0,13;0,10;0,02;0,15;1.818;-0,13;2,11
2020-08-19;840;-0,03;52.475;-0,06;16;887;-0,21;0,02;759;-0,14;0,86;117;-0,36;83;-0,09;13;-0,07;0,11;0,02;0,16;1.595;-0,12;1,90
2020-08-20;866;0,03;53.348;0,02;16;918;0,03;0,02;718;-0,05;0,78;124;0,06;88;0,07;14;0,08;0,12;0,02;0,16;1.719;0,08;1,98
2020-08-21;855;-0,01;50.112;-0,06;17;936;0,02;0,02;749;0,04;0,80;117;-0,06;82;-0,07;15;0,04;0,11;0,02;0,18;1.765;0,03;2,06
2020-08-22;899;0,05;47.512;-0,05;19;1.107;0,18;0,02;917;0,22;0,83;146;0,25;101;0,23;18;0,21;0,11;0,02;0,17;2.713;0,54;3,02
2020-08-23;847;-0,06;55.134;0,16;15;1.189;0,07;0,02;993;0,08;0,84;240;0,65;165;0,64;15;-0,14;0,17;0,02;0,09;2.388;-0,12;2,82
2020-08-24;842;-0,01;47.9;-0,13;18;961;-0,19;0,02;780;-0,21;0,81;161;-0,33;85;-0,48;14;-0,07;0,11;0,02;0,16;1.836;-0,23;2,18
2020-08-25;873;0,04;41.285;-0,14;21;925;-0,04;0,02;785;0,01;0,85;165;0,02;69;-0,19;10;-0,29;0,09;0,01;0,14;1.748;-0,05;2,00
2020-08-26;879;0,01;44.275;0,07;20;927;0,00;0,02;766;-0,02;0,83;167;0,01;71;0,03;11;0,10;0,09;0,01;0,15;1.299;-0,26;1,48
2020-08-27;847;-0,04;46.053;0,04;18;954;0,03;0,02;776;0,01;0,81;159;-0,05;75;0,06;16;0,45;0,10;0,02;0,21;2.779;1,14;3,28
2020-08-28;847;0,00;40.204;-0,13;21;888;-0,07;0,02;697;-0,10;0,78;127;-0,20;49;-0,35;7;-0,56;0,07;0,01;0,14;763;-0,73;0,90
2020-08-29;878;0,04;39.158;-0,03;22;833;-0,06;0,02;665;-0,05;0,80;123;-0,03;46;-0,06;10;0,43;0,07;0,02;0,22;2.401;2,15;2,73
2020-08-30;824;-0,06;42.657;0,09;19;874;0,05;0,02;716;0,08;0,82;113;-0,08;47;0,02;11;0,10;0,07;0,02;0,23;2.037;-0,15;2,47
2020-08-31;823;0,00;45.647;0,07;18;760;-0,13;0,02;616;-0,14;0,81;144;0,27;73;0,55;10;-0,09;0,12;0,02;0,14;1.096;-0,46;1,33
2020-09-01;838;0,02;55.48;0,22;15;1.017;0,34;0,02;819;0,33;0,81;183;0,27;84;0,15;16;0,60;0,10;0,02;0,19;2.69;1,45;3,21
2020-09-02;801;-0,04;45.859;-0,17;17;813;-0,20;0,02;651;-0,21;0,80;162;-0,11;76;-0,10;15;-0,06;0,12;0,02;0,20;2.436;-0,09;3,04
2020-09-03;859;0,07;46.538;0,01;18;918;0,13;0,02;751;0,15;0,82;162;0,00;88;0,16;12;-0,20;0,12;0,02;0,14;1.298;-0,47;1,51
2020-09-04;853;-0,01;41.939;-0,10;20;806;-0,12;0,02;667;-0,11;0,83;123;-0,24;59;-0,33;12;0,00;0,09;0,02;0,20;1.579;0,22;1,85
2020-09-05;880;0,03;43.538;0,04;20;802;0,00;0,02;641;-0,04;0,80;105;-0,15;50;-0,15;4;-0,67;0,08;0,01;0,08;475;-0,70;0,54
2020-09-06;820;-0,07;44.45;0,02;18;907;0,13;0,02;720;0,12;0,79;130;0,24;70;0,40;14;2,50;0,10;0,02;0,20;2.59;4,45;3,16
2020-09-07;825;0,01;44.836;0,01;18;865;-0,05;0,02;719;0,00;0,83;164;0,26;73;0,04;12;-0,14;0,10;0,02;0,16;1.7;-0,34;2,06
2020-09-08;824;0,00;45.093;0,01;18;696;-0,20;0,02;580;-0,19;0,83;106;-0,35;57;-0,22;6;-0,50;0,10;0,01;0,11;749;-0,56;0,91
2020-09-09;850;0,03;42.204;-0,06;20;694;0,00;0,02;565;-0,03;0,81;135;0,27;53;-0,07;14;1,33;0,09;0,02;0,26;1.973;1,63;2,32
2020-09-10;842;-0,01;36.762;-0,13;23;644;-0,07;0,02;569;0,01;0,88;128;-0,05;52;-0,02;12;-0,14;0,09;0,02;0,23;1.57;-0,20;1,87
2020-09-11;18;-0,98;846;-0,98;21;20;-0,97;0,02;19;-0,97;0,95;1;-0,99;;-1,00;;-1,00;0,00;0,00;0,00;;-1,00;0,00
2020-09-12;0;-1,00;0;-1,00;0;;-1,00;0,00;;-1,00;0,00;;-1,00;;0;;0;0,00;0,00;0,00;;0;0,00
2020-09-13;793;0;39.905;0;20;664;0;0,02;551;0;0,83;146;0;67;0;7;0;0,12;0,01;0,10;890;0;1,12
2020-09-14;792;0,00;32.617;-0,18;24;708;0,07;0,02;582;0,06;0,82;89;-0,39;46;-0,31;8;0,14;0,08;0,01;0,17;1.393;0,57;1,76
2020-09-15;825;0,04;39.031;0,20;21;683;-0,04;0,02;549;-0,06;0,80;139;0,56;63;0,37;15;0,88;0,11;0,03;0,24;1.984;0,42;2,40
2020-09-16;782;-0,05;37.183;-0,05;21;587;-0,14;0,02;492;-0,10;0,84;137;-0,01;63;0,00;15;0,00;0,13;0,03;0,24;1.942;-0,02;2,48
2020-09-17;821;0,05;37.053;0,00;22;604;0,03;0,02;465;-0,05;0,77;108;-0,21;52;-0,17;15;0,00;0,11;0,03;0,29;1.768;-0,09;2,15
2020-09-18;832;0,01;38.785;0,05;21;648;0,07;0,02;525;0,13;0,81;107;-0,01;56;0,08;11;-0,27;0,11;0,02;0,20;1.688;-0,05;2,03
2020-09-19;874;0,05;39.112;0,01;22;597;-0,08;0,02;484;-0,08;0,81;88;-0,18;50;-0,11;10;-0,09;0,10;0,02;0,20;1.245;-0,26;1,42
2020-09-20;806;-0,08;40.712;0,04;20;705;0,18;0,02;585;0,21;0,83;67;-0,24;36;-0,28;3;-0,70;0,06;0,01;0,08;371;-0,70;0,46
2020-09-21;808;0,00;42.462;0,04;19;665;-0,06;0,02;535;-0,09;0,80;127;0,90;58;0,61;9;2,00;0,11;0,02;0,16;1.403;2,78;1,74
2020-09-22;830;0,03;37.027;-0,13;22;654;-0,02;0,02;546;0,02;0,83;130;0,02;62;0,07;11;0,22;0,11;0,02;0,18;1.765;0,26;2,13
2020-09-23;833;0,00;36.092;-0,03;23;661;0,01;0,02;547;0,00;0,83;147;0,13;80;0,29;13;0,18;0,15;0,02;0,16;1.417;-0,20;1,70
2020-09-24;866;0,04;38.145;0,06;23;649;-0,02;0,02;553;0,01;0,85;146;-0,01;59;-0,26;11;-0,15;0,11;0,02;0,19;1.424;0,01;1,64
2020-09-25;825;-0,05;27.87;-0,27;30;514;-0,21;0,02;429;-0,22;0,83;106;-0,27;39;-0,34;4;-0,64;0,09;0,01;0,10;438;-0,69;0,53
2020-09-26;847;0,03;30.512;0,09;28;562;0,09;0,02;459;0,07;0,82;118;0,11;45;0,15;9;1,25;0,10;0,02;0,20;1.443;2,29;1,70
2020-09-27;808;-0,05;35.83;0,17;23;589;0,05;0,02;425;-0,07;0,72;134;0,14;49;0,09;3;-0,67;0,12;0,01;0,06;606;-0,58;0,75
2020-09-28;797;-0,01;37.563;0,05;21;457;-0,22;0,01;386;-0,09;0,84;89;-0,34;56;0,14;8;1,67;0,15;0,02;0,14;1.199;0,98;1,50
2020-09-29;816;0,02;31.66;-0,16;26;508;0,11;0,02;416;0,08;0,82;119;0,34;60;0,07;6;-0,25;0,14;0,01;0,10;841;-0,30;1,03
2020-09-30;812;0,00;32.025;0,01;25;444;-0,13;0,01;372;-0,11;0,84;108;-0,09;53;-0,12;11;0,83;0,14;0,03;0,21;1.488;0,77;1,83
2020-10-01;823;0,01;34.346;0,07;24;499;0,12;0,01;426;0,15;0,85;140;0,30;55;0,04;9;-0,18;0,13;0,02;0,16;1.118;-0,25;1,36
2020-10-02;805;-0,02;33.507;-0,02;24;522;0,05;0,02;428;0,00;0,82;82;-0,41;39;-0,29;5;-0,44;0,09;0,01;0,13;617;-0,45;0,77
2020-10-03;840;0,04;33.908;0,01;25;542;0,04;0,02;433;0,01;0,80;100;0,22;49;0,26;8;0,60;0,11;0,02;0,16;1.491;1,42;1,77
2020-10-04;808;-0,04;33.907;0,00;24;639;0,18;0,02;526;0,21;0,82;96;-0,04;53;0,08;10;0,25;0,10;0,02;0,19;2.35;0,58;2,91
2020-10-05;815;0,01;34.133;0,01;24;615;-0,04;0,02;494;-0,06;0,80;133;0,39;67;0,26;7;-0,30;0,14;0,01;0,10;1.036;-0,56;1,27
2020-10-06;788;-0,03;33.303;-0,02;24;586;-0,05;0,02;489;-0,01;0,83;140;0,05;63;-0,06;11;0,57;0,13;0,02;0,17;1.524;0,47;1,94
2020-10-07;804;0,02;30.34;-0,09;27;540;-0,08;0,02;425;-0,13;0,79;74;-0,47;35;-0,44;4;-0,64;0,08;0,01;0,11;380;-0,75;0,47
2020-10-08;811;0,01;29.77;-0,02;27;536;-0,01;0,02;430;0,01;0,80;92;0,24;60;0,71;15;2,75;0,14;0,03;0,25;1.872;3,93;2,31
2020-10-09;807;-0,01;28.132;-0,06;29;556;0,04;0,02;441;0,03;0,79;84;-0,09;55;-0,08;8;-0,47;0,12;0,02;0,15;772;-0,59;0,96
2020-10-10;838;0,04;32.174;0,14;26;562;0,01;0,02;455;0,03;0,81;86;0,02;40;-0,27;4;-0,50;0,09;0,01;0,10;556;-0,28;0,66
2020-10-11;808;-0,03;39.14;0,22;21;592;0,05;0,02;464;0,02;0,78;75;-0,13;31;-0,23;7;0,75;0,07;0,02;0,23;973;0,75;1,20
2020-10-12;815;0,01;40.603;0,04;20;632;0,07;0,02;510;0,10;0,81;126;0,68;83;1,68;14;1,00;0,16;0,03;0,17;1.665;0,71;2,04
2020-10-13;816;0,00;32.747;-0,19;25;558;-0,12;0,02;446;-0,13;0,80;118;-0,06;71;-0,14;12;-0,14;0,16;0,03;0,17;1.691;0,02;2,07
2020-10-14;824;0,01;30.626;-0,06;27;533;-0,04;0,02;444;0,00;0,83;84;-0,29;42;-0,41;9;-0,25;0,09;0,02;0,21;1.681;-0,01;2,04
2020-10-15;834;0,01;30.499;0,00;27;568;0,07;0,02;439;-0,01;0,77;79;-0,06;40;-0,05;9;0,00;0,09;0,02;0,23;1.352;-0,20;1,62
2020-10-16;805;-0,03;29.061;-0,05;28;497;-0,13;0,02;395;-0,10;0,79;62;-0,22;44;0,10;8;-0,11;0,11;0,02;0,18;1.023;-0,24;1,27
2020-10-17;847;0,05;29.657;0,02;29;560;0,13;0,02;455;0,15;0,81;58;-0,06;39;-0,11;10;0,25;0,09;0,02;0,26;1.327;0,30;1,57
2020-10-18;819;-0,03;38.555;0,30;21;670;0,20;0,02;527;0,16;0,79;73;0,26;34;-0,13;7;-0,30;0,06;0,01;0,21;1.2;-0,10;1,47
2020-10-19;818;0,00;32.688;-0,15;25;565;-0,16;0,02;450;-0,15;0,80;62;-0,15;46;0,35;9;0,29;0,10;0,02;0,20;1.058;-0,12;1,29
2020-10-20;814;0,00;31.42;-0,04;26;550;-0,03;0,02;455;0,01;0,83;70;0,13;46;0,00;10;0,11;0,10;0,02;0,22;1.138;0,08;1,40
2020-10-21;219;-0,73;7.383;-0,77;30;120;-0,78;0,02;97;-0,79;0,81;13;-0,81;3;-0,93;;-1,00;0,03;0,00;0,00;;-1,00;0,00
